date,min_temp,max_temp,rainfall,wind_speed9am,wind_speed3pm,humidity9am,humidity3pm,pressure9am,pressure3pm,cloud9am,cloud3pm,temp9am,temp3pm,rain_today,rain_tomorrow
2011-01-01,49.0,66.0,0.0,20.0,16.0,20.0,22.0,30.03,30.06,Mostly Cloudy,Fair,57.0,65.0,No,No
2011-01-02,41.0,58.0,0.0,12.0,9.0,37.0,24.0,30.35,30.25,Partly Cloudy,Partly Cloudy,45.0,58.0,No,No
2011-01-03,41.0,61.0,0.0,7.0,10.0,68.0,57.0,30.22,30.11,Mostly Cloudy,Mostly Cloudy,48.0,60.0,No,Yes
2011-01-04,52.0,67.0,0.8,8.0,7.0,90.0,73.0,30.08,29.99,Cloudy,Mostly Cloudy,59.0,67.0,Yes,No
2011-01-05,58.0,73.0,0.0,6.0,14.0,84.0,33.0,29.95,29.88,Mostly Cloudy,Mostly Cloudy,66.0,73.0,No,No
2011-01-06,48.0,68.0,0.0,3.0,13.0,52.0,22.0,30.06,29.99,Partly Cloudy,Mostly Cloudy,53.0,68.0,No,No
2011-01-07,44.0,72.0,0.0,3.0,10.0,66.0,29.0,29.9,29.75,Partly Cloudy,Mostly Cloudy,51.0,72.0,No,No
2011-01-08,49.0,66.0,0.0,7.0,9.0,47.0,23.0,29.91,29.82,Partly Cloudy,Mostly Cloudy,54.0,66.0,No,Yes
2011-01-09,45.0,55.0,1.5000000000000004,18.0,5.0,79.0,83.0,29.75,29.75,Cloudy,Cloudy,46.0,51.0,Yes,No
2011-01-10,43.0,46.0,0.0,3.0,6.0,82.0,76.0,30.04,30.03,Cloudy,Cloudy,44.0,46.0,No,No
2011-01-11,37.0,50.0,0.0,13.0,16.0,65.0,33.0,30.48,30.44,Cloudy,Fair,39.0,50.0,No,No
2011-01-12,30.0,49.0,0.0,8.0,12.0,46.0,24.0,30.72,30.58,Fair,Mostly Cloudy,35.0,47.0,No,No
2011-01-13,35.0,41.0,0.0,8.0,3.0,44.0,40.0,30.63,30.51,Cloudy,Cloudy,36.0,41.0,No,No
2011-01-14,42.0,54.0,0.0,6.0,15.0,56.0,64.0,30.36,30.24,Cloudy,Cloudy,45.0,54.0,No,No
2011-01-15,50.0,63.0,0.0,10.0,8.0,80.0,72.0,30.22,30.11,Mostly Cloudy,Cloudy,53.0,63.0,No,Yes
2011-01-16,59.0,62.0,0.8999999999999999,8.0,10.0,83.0,87.0,30.01,29.87,Cloudy,Cloudy,61.0,61.0,Yes,No
2011-01-17,51.0,60.0,0.0,7.0,5.0,92.0,70.0,29.84,29.72,Cloudy,Partly Cloudy,51.0,58.0,No,No
