date,min_temp,max_temp,rainfall,wind_speed9am,wind_speed3pm,humidity9am,humidity3pm,pressure9am,pressure3pm,cloud9am,cloud3pm,temp9am,temp3pm,rain_today,rain_tomorrow
2018-01-23,40.0,63.0,0.0,7.0,10.0,46.0,18.0,30.22,30.17,Mostly Cloudy,Mostly Cloudy,51.0,63.0,No,No
2018-01-24,40.0,64.0,0.0,10.0,7.0,50.0,23.0,30.4,30.33,Partly Cloudy,Fair,48.0,64.0,No,No
2018-01-25,36.0,58.0,0.0,5.0,13.0,63.0,33.0,30.41,30.34,Fair,Cloudy,50.0,57.0,No,Yes
2018-01-26,51.0,67.0,0.30000000000000004,9.0,13.0,89.0,79.0,30.23,30.13,Mostly Cloudy,Cloudy,55.0,67.0,Yes,Yes
2018-01-27,59.0,67.0,0.8999999999999999,7.0,6.0,10.0,10.0,30.11,30.06,Light Rain,Light Rain,62.0,65.0,Yes,No
2018-01-28,53.0,67.0,0.0,13.0,12.0,10.0,73.0,30.16,30.12,Cloudy,Mostly Cloudy,60.0,65.0,No,No
2018-01-29,43.0,67.0,0.0,5.0,16.0,59.0,28.0,30.37,30.31,Fair,Fair,51.0,65.0,No,No
2018-01-30,41.0,59.0,0.0,13.0,5.0,58.0,35.0,30.45,30.32,Mostly Cloudy,Mostly Cloudy,45.0,59.0,No,No
2018-01-31,41.0,70.0,0.0,6.0,15.0,90.0,53.0,30.15,30.0,Fair,Partly Cloudy,54.0,69.0,No,No
2018-02-01,53.0,77.0,0.0,6.0,13.0,10.0,58.0,29.97,29.93,Cloudy,Mostly Cloudy,61.0,77.0,No,No
2018-02-02,50.0,62.0,0.0,16.0,12.0,50.0,35.0,30.35,30.3,Cloudy,Cloudy,52.0,58.0,No,No
2018-02-03,45.0,57.0,0.0,8.0,9.0,86.0,97.0,30.14,29.94,Cloudy,Cloudy,47.0,54.0,No,No
2018-02-04,56.0,71.0,0.0,0.0,8.0,10.0,78.0,29.9,29.88,Cloudy,Cloudy,63.0,71.0,No,No
2018-02-05,53.0,58.0,0.0,8.0,9.0,93.0,87.0,30.12,30.02,Mostly Cloudy,Cloudy,53.0,58.0,No,No
2018-02-06,58.0,75.0,0.0,6.0,10.0,10.0,90.0,30.04,29.94,Fog,Cloudy,65.0,73.0,No,Yes
2018-02-07,43.0,60.0,0.2,12.0,15.0,97.0,10.0,30.17,30.21,Light Rain,Light Rain,45.0,44.0,Yes,No
2018-02-08,40.0,54.0,0.0,10.0,5.0,82.0,71.0,30.38,30.27,Partly Cloudy,Cloudy,43.0,53.0,No,No
2018-02-09,54.0,74.0,0.0,3.0,9.0,93.0,76.0,30.13,29.98,Cloudy,Mostly Cloudy,56.0,74.0,No,Yes
2018-02-10,53.0,70.0,3.4000000000000004,5.0,5.0,10.0,10.0,29.87,29.76,T-Storm,Light Rain,66.0,68.0,Yes,No
2018-02-11,39.0,51.0,0.0,21.0,17.0,96.0,79.0,29.99,30.03,Light Rain / Windy,Cloudy,41.0,41.0,No,No
2018-02-12,37.0,46.0,0.0,10.0,10.0,96.0,82.0,30.33,30.27,Cloudy,Cloudy,37.0,45.0,No,No
2018-02-13,45.0,55.0,0.0,9.0,8.0,90.0,93.0,30.36,30.29,Cloudy,Cloudy,47.0,53.0,No,No
2018-02-14,56.0,80.0,0.0,5.0,14.0,10.0,67.0,30.26,30.16,Fog,Partly Cloudy,66.0,80.0,No,No
2018-02-15,67.0,80.0,0.0,8.0,16.0,10.0,62.0,30.13,30.03,Cloudy,Partly Cloudy,69.0,80.0,No,No
2018-02-16,67.0,82.0,0.0,0.0,9.0,93.0,60.0,30.09,30.01,Partly Cloudy,Partly Cloudy,72.0,82.0,No,No
2018-02-17,62.0,79.0,0.0,5.0,13.0,96.0,66.0,30.04,29.99,Mostly Cloudy,Mostly Cloudy,71.0,79.0,No,No
2018-02-18,60.0,78.0,0.0,6.0,12.0,10.0,68.0,30.09,29.98,Fog,Mostly Cloudy,62.0,78.0,No,No
2018-02-19,67.0,78.0,0.0,12.0,21.0,93.0,73.0,29.97,29.91,Mostly Cloudy,Cloudy / Windy,71.0,75.0,No,No
2018-02-20,70.0,77.0,0.0,18.0,15.0,90.0,84.0,29.97,29.91,Cloudy,Cloudy,73.0,77.0,No,Yes
2018-02-21,55.0,76.0,2.6000000000000005,9.0,16.0,10.0,10.0,30.02,29.97,Cloudy,Rain,73.0,74.0,Yes,No
2018-02-22,52.0,76.0,0.0,5.0,12.0,10.0,90.0,30.16,30.08,Cloudy,Light Rain,59.0,75.0,No,No
2018-02-23,61.0,79.0,0.0,8.0,16.0,10.0,74.0,30.15,30.02,Mostly Cloudy,Mostly Cloudy,71.0,78.0,No,No
2018-02-24,72.0,80.0,0.0,12.0,15.0,93.0,74.0,29.92,29.82,Mostly Cloudy,Mostly Cloudy,73.0,78.0,No,No
2018-02-25,57.0,73.0,0.0,14.0,5.0,10.0,10.0,29.93,29.85,Cloudy,Cloudy,59.0,65.0,No,No
2018-02-26,56.0,70.0,0.0,9.0,10.0,97.0,65.0,30.16,30.1,Cloudy,Mostly Cloudy,58.0,70.0,No,No
2018-02-27,64.0,78.0,0.0,12.0,18.0,96.0,74.0,30.05,29.96,Cloudy,Partly Cloudy,69.0,78.0,No,No
2018-02-28,71.0,81.0,0.0,12.0,17.0,91.0,62.0,29.9,29.77,Mostly Cloudy,Mostly Cloudy,74.0,81.0,No,No
2018-03-01,63.0,78.0,0.0,16.0,14.0,78.0,43.0,29.91,29.95,Mostly Cloudy,Mostly Cloudy,66.0,78.0,No,No
2018-03-02,58.0,73.0,0.0,10.0,12.0,81.0,53.0,30.22,30.15,Mostly Cloudy,Partly Cloudy,63.0,72.0,No,No
2018-03-03,56.0,71.0,0.0,9.0,13.0,75.0,65.0,30.17,30.11,Mostly Cloudy,Cloudy,62.0,70.0,No,No
2018-03-04,66.0,75.0,0.0,8.0,15.0,96.0,76.0,30.05,29.97,Cloudy,Cloudy,69.0,75.0,No,Yes
2018-03-05,63.0,79.0,0.8,10.0,6.0,93.0,82.0,29.89,29.81,Mostly Cloudy,Mostly Cloudy,73.0,77.0,Yes,Yes
2018-03-06,55.0,72.0,0.1,15.0,13.0,48.0,20.0,30.03,29.96,Mostly Cloudy,Fair,59.0,71.0,Yes,No
2018-03-07,49.0,65.0,0.0,15.0,7.0,31.0,24.0,30.25,30.16,Fair,Fair,54.0,64.0,No,No
2018-03-08,50.0,64.0,0.0,12.0,9.0,45.0,50.0,30.22,30.13,Cloudy,Cloudy,52.0,64.0,No,No
2018-03-09,49.0,72.0,0.0,7.0,14.0,65.0,59.0,30.0,29.89,Partly Cloudy,Cloudy,62.0,71.0,No,No
2018-03-10,67.0,82.0,0.0,5.0,12.0,10.0,67.0,29.8,29.69,Cloudy,Mostly Cloudy,70.0,82.0,No,No
2018-03-11,61.0,78.0,0.0,13.0,20.0,93.0,62.0,29.76,29.83,Cloudy,Cloudy,72.0,75.0,No,No
2018-03-12,49.0,66.0,0.0,14.0,13.0,57.0,37.0,30.25,30.16,Fair,Partly Cloudy,53.0,65.0,No,No
2018-03-13,47.0,69.0,0.0,5.0,3.0,67.0,31.0,30.25,30.14,Mostly Cloudy,Partly Cloudy,57.0,68.0,No,No
2018-03-14,49.0,69.0,0.0,6.0,0.0,58.0,31.0,30.27,30.16,Fair,Fair,59.0,69.0,No,No
2018-03-15,51.0,71.0,0.0,8.0,12.0,75.0,59.0,30.05,29.93,Partly Cloudy,Cloudy,65.0,71.0,No,No
2018-03-16,67.0,80.0,0.0,10.0,3.0,93.0,82.0,29.88,29.81,Cloudy,Light Rain,71.0,77.0,No,No
2018-03-17,68.0,81.0,0.0,7.0,8.0,97.0,69.0,29.92,29.81,Cloudy,Mostly Cloudy,72.0,80.0,No,No
2018-03-18,70.0,82.0,0.0,8.0,10.0,85.0,65.0,29.82,29.69,Mostly Cloudy,Mostly Cloudy,74.0,82.0,No,No
2018-03-19,69.0,84.0,0.0,9.0,12.0,93.0,14.0,29.74,29.65,Cloudy,Mostly Cloudy,72.0,84.0,No,No
2018-03-20,54.0,71.0,0.0,16.0,13.0,53.0,30.0,29.99,29.92,Fair,Fair,58.0,71.0,No,No
2018-03-21,48.0,73.0,0.0,14.0,9.0,38.0,27.0,30.15,30.11,Mostly Cloudy,Mostly Cloudy,64.0,73.0,No,No
2018-03-22,52.0,75.0,0.0,8.0,15.0,70.0,46.0,30.28,30.22,Partly Cloudy,Partly Cloudy,67.0,73.0,No,No
2018-03-23,58.0,78.0,0.0,12.0,17.0,75.0,54.0,30.13,30.03,Partly Cloudy,Partly Cloudy,71.0,78.0,No,No
2018-03-24,68.0,79.0,0.0,10.0,13.0,91.0,68.0,29.93,29.87,Mostly Cloudy,Cloudy,72.0,78.0,No,No
2018-03-25,65.0,81.0,0.0,10.0,18.0,97.0,66.0,29.89,29.84,Mostly Cloudy,Mostly Cloudy,72.0,79.0,No,No
2018-03-26,68.0,80.0,0.0,13.0,18.0,87.0,66.0,29.93,29.88,Mostly Cloudy,Mostly Cloudy,73.0,78.0,No,No
2018-03-27,72.0,78.0,0.0,10.0,9.0,85.0,91.0,30.0,29.91,Mostly Cloudy,Cloudy,74.0,74.0,No,No
2018-03-28,70.0,77.0,0.0,14.0,12.0,87.0,87.0,29.83,29.7,Cloudy,Cloudy,74.0,76.0,No,Yes
2018-03-29,60.0,78.0,1.5999999999999999,0.0,12.0,10.0,62.0,29.83,29.82,Mostly Cloudy,Partly Cloudy,63.0,77.0,Yes,No
2018-03-30,60.0,76.0,0.0,14.0,9.0,65.0,42.0,30.19,30.15,Fair,Fair,65.0,76.0,No,No
2018-03-31,56.0,77.0,0.0,9.0,10.0,75.0,58.0,30.14,30.05,Partly Cloudy,Mostly Cloudy,69.0,77.0,No,No
2018-04-01,61.0,80.0,0.0,9.0,10.0,81.0,66.0,30.01,29.9,Mostly Cloudy,Mostly Cloudy,72.0,77.0,No,No
2018-04-02,69.0,81.0,0.0,9.0,17.0,91.0,72.0,29.89,29.79,Cloudy,Mostly Cloudy,74.0,79.0,No,No
2018-04-03,64.0,83.0,0.0,15.0,14.0,85.0,63.0,29.78,29.74,Mostly Cloudy,Mostly Cloudy,76.0,83.0,No,Yes
2018-04-04,55.0,73.0,2.4000000000000004,23.0,14.0,49.0,31.0,30.19,30.1,Partly Cloudy / Windy,Mostly Cloudy,59.0,72.0,Yes,No
2018-04-05,57.0,73.0,0.0,10.0,13.0,78.0,73.0,30.09,29.98,Fair,Light Rain,65.0,73.0,No,No
2018-04-06,70.0,79.0,0.0,13.0,15.0,93.0,84.0,29.84,29.74,Cloudy,Mostly Cloudy,74.0,78.0,No,No
2018-04-07,47.0,73.0,0.0,14.0,18.0,10.0,89.0,29.78,29.87,Cloudy,Cloudy,66.0,52.0,No,No
2018-04-08,46.0,58.0,0.0,7.0,3.0,89.0,90.0,29.93,29.82,Cloudy,Cloudy,48.0,54.0,No,No
2018-04-09,55.0,63.0,0.0,12.0,9.0,10.0,87.0,29.93,29.94,Light Drizzle,Cloudy,56.0,61.0,No,No
2018-04-10,54.0,77.0,0.0,15.0,15.0,56.0,33.0,30.22,30.14,Partly Cloudy,Fair,65.0,77.0,No,No
2018-04-11,50.0,78.0,0.0,8.0,10.0,68.0,39.0,30.18,30.08,Fair,Mostly Cloudy,66.0,78.0,No,No
2018-04-12,59.0,80.0,0.0,14.0,21.0,76.0,62.0,29.94,29.85,Partly Cloudy,Partly Cloudy / Windy,74.0,79.0,No,No
2018-04-13,70.0,81.0,0.0,18.0,17.0,91.0,82.0,29.73,29.65,Cloudy,Cloudy,76.0,79.0,No,Yes
2018-04-14,55.0,76.0,0.4,21.0,22.0,72.0,34.0,29.86,29.89,Light Rain with Thunder,Mostly Cloudy / Windy,56.0,67.0,Yes,No
2018-04-15,46.0,68.0,0.0,16.0,13.0,37.0,24.0,30.14,30.08,Fair,Fair,56.0,68.0,No,No
2018-04-16,47.0,76.0,0.0,7.0,12.0,45.0,31.0,30.22,30.13,Fair,Fair,66.0,76.0,No,No
2018-04-17,58.0,81.0,0.0,16.0,17.0,73.0,48.0,30.01,29.91,Fair,Fair,72.0,80.0,No,No
2018-04-18,68.0,82.0,0.0,15.0,7.0,71.0,54.0,29.94,29.94,Mostly Cloudy,Cloudy,75.0,81.0,No,No
2018-04-19,62.0,77.0,0.0,21.0,10.0,28.0,25.0,30.22,30.15,Partly Cloudy / Windy,Fair,68.0,77.0,No,No
2018-04-20,54.0,65.0,0.0,13.0,12.0,56.0,61.0,30.21,30.1,Cloudy,Cloudy,58.0,65.0,No,Yes
2018-04-21,62.0,74.0,4.2,10.0,17.0,90.0,82.0,29.99,29.89,Cloudy,Cloudy,69.0,74.0,Yes,Yes
2018-04-22,59.0,72.0,1.2,14.0,14.0,93.0,51.0,29.98,29.94,Cloudy,Partly Cloudy,59.0,72.0,Yes,No
2018-04-23,54.0,79.0,0.0,10.0,15.0,52.0,36.0,30.04,29.94,Fair,Fair,68.0,79.0,No,No
2018-04-24,58.0,85.0,0.0,5.0,8.0,53.0,37.0,30.04,29.95,Fair,Mostly Cloudy,74.0,84.0,No,No
2018-04-25,61.0,84.0,0.0,6.0,8.0,73.0,47.0,30.02,29.91,Fair,Mostly Cloudy,74.0,84.0,No,No
2018-04-26,56.0,77.0,0.0,13.0,7.0,58.0,33.0,30.0,29.88,Fair,Fair,62.0,75.0,No,No
2018-04-27,58.0,80.0,0.0,0.0,10.0,59.0,36.0,30.05,29.95,Partly Cloudy,Mostly Cloudy,68.0,78.0,No,No
2018-04-28,59.0,82.0,0.0,5.0,5.0,70.0,34.0,30.04,29.97,Mostly Cloudy,Mostly Cloudy,71.0,82.0,No,No
2018-04-29,59.0,80.0,0.0,0.0,10.0,66.0,43.0,30.1,30.05,Mostly Cloudy,Mostly Cloudy,73.0,80.0,No,No
2018-04-30,61.0,80.0,0.0,14.0,15.0,68.0,66.0,30.07,30.01,Mostly Cloudy,Mostly Cloudy,74.0,77.0,No,No
2018-05-01,70.0,79.0,0.0,7.0,16.0,84.0,79.0,29.98,29.95,Light Rain,Cloudy,75.0,77.0,No,No
2018-05-02,73.0,85.0,0.0,10.0,18.0,82.0,67.0,30.02,29.96,Cloudy,Mostly Cloudy,79.0,84.0,No,No
2018-05-03,74.0,84.0,0.0,16.0,16.0,79.0,69.0,29.97,29.97,Mostly Cloudy,Mostly Cloudy,79.0,82.0,No,No
2018-05-04,69.0,82.0,0.0,12.0,6.0,88.0,69.0,30.0,30.01,Cloudy,Cloudy,77.0,82.0,No,No
2018-05-05,67.0,83.0,0.0,5.0,9.0,97.0,52.0,30.07,29.98,Mostly Cloudy,Mostly Cloudy,70.0,81.0,No,No
2018-05-06,64.0,86.0,0.0,5.0,9.0,54.0,36.0,30.08,30.02,Partly Cloudy,Fair,79.0,86.0,No,No
2018-05-07,66.0,89.0,0.0,8.0,5.0,52.0,34.0,30.12,30.03,Partly Cloudy,Partly Cloudy,80.0,89.0,No,No
2018-05-08,65.0,90.0,0.0,8.0,12.0,62.0,29.0,30.05,29.98,Fair,Mostly Cloudy,78.0,90.0,No,No
2018-05-09,65.0,88.0,0.0,8.0,9.0,74.0,33.0,30.01,29.96,Fair,Fair,78.0,87.0,No,No
2018-05-10,65.0,86.0,0.0,9.0,9.0,69.0,48.0,30.03,29.97,Partly Cloudy,Partly Cloudy,80.0,86.0,No,No
2018-05-11,71.0,86.0,0.0,17.0,16.0,69.0,55.0,29.97,29.9,Partly Cloudy,Partly Cloudy,81.0,86.0,No,No
2018-05-12,73.0,88.0,0.0,13.0,13.0,76.0,59.0,29.97,29.92,Mostly Cloudy,Mostly Cloudy,80.0,87.0,No,No
2018-05-13,72.0,88.0,0.0,10.0,12.0,72.0,63.0,29.98,29.92,Partly Cloudy,Partly Cloudy,83.0,86.0,No,No
2018-05-14,72.0,89.0,0.0,6.0,10.0,77.0,45.0,29.97,29.88,Partly Cloudy,Mostly Cloudy,81.0,88.0,No,No
2018-05-15,67.0,90.0,0.0,5.0,6.0,77.0,46.0,29.92,29.86,Partly Cloudy,Partly Cloudy,79.0,89.0,No,No
2018-05-16,69.0,92.0,0.0,7.0,9.0,72.0,37.0,29.91,29.82,Fair,Fair,79.0,92.0,No,No
2018-05-17,70.0,93.0,0.0,13.0,7.0,67.0,38.0,29.87,29.78,Fair,Fair,82.0,93.0,No,No
2018-05-18,72.0,90.0,0.0,7.0,15.0,76.0,50.0,29.82,29.76,Partly Cloudy,Partly Cloudy,82.0,90.0,No,No
2018-05-19,73.0,89.0,0.0,17.0,15.0,67.0,55.0,29.87,29.84,Partly Cloudy,Partly Cloudy,84.0,89.0,No,No
2018-05-20,70.0,89.0,0.0,14.0,15.0,69.0,63.0,29.93,29.9,Mostly Cloudy,Mostly Cloudy,82.0,86.0,No,Yes
2018-05-21,71.0,87.0,7.200000000000001,7.0,10.0,88.0,74.0,29.95,29.89,Cloudy,Thunder,81.0,83.0,Yes,Yes
2018-05-22,70.0,83.0,1.0,3.0,7.0,85.0,71.0,29.97,29.9,Thunder,Thunder,80.0,78.0,Yes,No
2018-05-23,71.0,81.0,0.0,14.0,7.0,85.0,76.0,29.99,29.96,Thunder,Mostly Cloudy,80.0,80.0,No,No
2018-05-24,72.0,88.0,0.0,0.0,10.0,82.0,79.0,30.01,29.96,Fair,Mostly Cloudy,81.0,82.0,No,Yes
2018-05-25,72.0,88.0,0.1,0.0,5.0,79.0,94.0,29.93,29.86,Partly Cloudy,Light Rain,82.0,79.0,Yes,Yes
2018-05-26,69.0,91.0,2.5,12.0,5.0,79.0,53.0,29.82,29.72,Mostly Cloudy,Mostly Cloudy,83.0,91.0,Yes,No
2018-05-27,69.0,91.0,0.0,7.0,0.0,85.0,59.0,29.79,29.73,Mostly Cloudy,Mostly Cloudy,81.0,91.0,No,No
2018-05-28,74.0,92.0,0.0,6.0,3.0,69.0,48.0,29.79,29.72,Partly Cloudy,Partly Cloudy,83.0,90.0,No,No
2018-05-29,75.0,93.0,0.0,7.0,13.0,76.0,54.0,29.75,29.68,Fair,Partly Cloudy,84.0,92.0,No,No
2018-05-30,74.0,91.0,0.0,13.0,15.0,72.0,55.0,29.78,29.75,Partly Cloudy,Mostly Cloudy,85.0,91.0,No,No
2018-05-31,75.0,90.0,0.0,14.0,16.0,76.0,63.0,29.84,29.81,Mostly Cloudy,Mostly Cloudy,84.0,90.0,No,No
2018-06-01,76.0,93.0,0.0,9.0,14.0,77.0,62.0,29.89,29.83,Partly Cloudy,Partly Cloudy,85.0,92.0,No,No
2018-06-02,76.0,94.0,0.0,9.0,12.0,82.0,54.0,29.88,29.83,Mostly Cloudy,Mostly Cloudy,84.0,94.0,No,No
2018-06-03,75.0,94.0,0.0,12.0,7.0,76.0,51.0,29.98,29.91,Mostly Cloudy,Mostly Cloudy,84.0,94.0,No,No
2018-06-04,75.0,92.0,0.0,6.0,8.0,74.0,55.0,29.98,29.86,Mostly Cloudy,Mostly Cloudy,84.0,92.0,No,No
2018-06-05,75.0,94.0,0.0,15.0,6.0,74.0,49.0,29.86,29.77,Partly Cloudy,Partly Cloudy,84.0,93.0,No,No
2018-06-06,76.0,94.0,0.0,7.0,7.0,77.0,59.0,29.85,29.78,Partly Cloudy,Mostly Cloudy,83.0,91.0,No,No
2018-06-07,76.0,91.0,0.0,3.0,10.0,70.0,57.0,29.94,29.89,Partly Cloudy,Partly Cloudy,86.0,91.0,No,No
2018-06-08,75.0,92.0,0.0,5.0,10.0,65.0,57.0,30.02,29.97,Partly Cloudy,Partly Cloudy,85.0,90.0,No,No
2018-06-09,75.0,90.0,0.0,7.0,7.0,72.0,65.0,30.03,29.97,Partly Cloudy,Mostly Cloudy,86.0,84.0,No,No
2018-06-10,78.0,92.0,0.0,10.0,13.0,74.0,53.0,29.92,29.83,Mostly Cloudy,Mostly Cloudy,86.0,91.0,No,No
2018-06-11,79.0,91.0,0.0,16.0,15.0,72.0,57.0,29.85,29.81,Mostly Cloudy,Mostly Cloudy,87.0,90.0,No,No
2018-06-12,79.0,92.0,0.0,9.0,14.0,69.0,59.0,29.94,29.89,Partly Cloudy,Partly Cloudy,87.0,91.0,No,No
2018-06-13,76.0,93.0,0.0,9.0,6.0,67.0,49.0,30.01,29.92,Partly Cloudy,Partly Cloudy,86.0,93.0,No,Yes
2018-06-14,0.0,90.0,3.8000000000000003,3.0,8.0,72.0,94.0,29.99,29.94,Partly Cloudy,Mostly Cloudy,85.0,77.0,Yes,Yes
2018-06-15,75.0,89.0,0.2,5.0,13.0,74.0,63.0,29.93,29.87,Partly Cloudy,Mostly Cloudy,85.0,89.0,Yes,No
2018-06-16,77.0,90.0,0.0,12.0,15.0,72.0,55.0,29.89,29.84,Partly Cloudy,Partly Cloudy,86.0,90.0,No,Yes
2018-06-17,78.0,88.0,0.4,10.0,14.0,88.0,70.0,29.86,29.81,Mostly Cloudy,Mostly Cloudy,83.0,88.0,Yes,Yes
2018-06-18,75.0,85.0,0.7999999999999999,5.0,9.0,10.0,10.0,29.9,29.86,Light Rain,Light Rain,78.0,79.0,Yes,Yes
2018-06-19,74.0,84.0,0.8999999999999999,12.0,13.0,91.0,87.0,29.86,29.82,Cloudy,Light Rain,81.0,80.0,Yes,Yes
2018-06-20,75.0,86.0,3.9000000000000004,14.0,5.0,82.0,90.0,29.81,29.75,Cloudy,Cloudy,84.0,82.0,Yes,No
2018-06-21,76.0,85.0,0.0,3.0,5.0,10.0,85.0,29.88,29.84,Cloudy,Cloudy,80.0,84.0,No,No
2018-06-22,76.0,94.0,0.0,13.0,8.0,90.0,60.0,29.88,29.8,Mostly Cloudy,Partly Cloudy,84.0,94.0,No,No
2018-06-23,76.0,92.0,0.0,13.0,15.0,77.0,68.0,29.84,29.79,Mostly Cloudy,Mostly Cloudy,87.0,91.0,No,No
2018-06-24,78.0,91.0,0.0,15.0,15.0,72.0,68.0,29.86,29.86,Mostly Cloudy,Mostly Cloudy,87.0,90.0,No,Yes
2018-06-25,80.0,92.0,0.30000000000000004,14.0,12.0,74.0,66.0,29.97,29.93,Partly Cloudy,Mostly Cloudy,86.0,92.0,Yes,No
2018-06-26,77.0,91.0,0.0,8.0,12.0,74.0,61.0,30.02,29.95,Partly Cloudy,Mostly Cloudy,87.0,91.0,No,Yes
2018-06-27,77.0,95.0,0.1,10.0,9.0,74.0,79.0,29.96,29.91,Partly Cloudy,T-Storm,86.0,86.0,Yes,Yes
2018-06-28,78.0,91.0,0.1,9.0,8.0,72.0,85.0,29.98,29.92,Partly Cloudy,Light Rain,86.0,84.0,Yes,No
2018-06-29,78.0,93.0,0.0,8.0,12.0,74.0,57.0,29.99,29.91,Partly Cloudy,Partly Cloudy,87.0,93.0,No,No
2018-06-30,78.0,94.0,0.0,8.0,9.0,77.0,52.0,29.95,29.91,Mostly Cloudy,Mostly Cloudy,86.0,94.0,No,No
2018-07-01,77.0,94.0,0.0,12.0,12.0,72.0,49.0,29.94,29.9,Haze,Partly Cloudy,86.0,94.0,No,No
2018-07-02,77.0,94.0,0.0,7.0,0.0,72.0,49.0,29.98,29.9,Partly Cloudy,Partly Cloudy,86.0,94.0,No,No
2018-07-03,77.0,95.0,0.0,9.0,8.0,79.0,49.0,29.95,29.86,Partly Cloudy,Partly Cloudy,84.0,93.0,No,Yes
2018-07-04,73.0,78.0,18.20000000000001,15.0,7.0,10.0,96.0,29.95,29.99,Heavy Rain,Cloudy,73.0,75.0,Yes,Yes
2018-07-05,74.0,89.0,1.0,5.0,8.0,77.0,94.0,30.09,30.08,Partly Cloudy,Light Rain,85.0,79.0,Yes,Yes
2018-07-06,75.0,90.0,0.2,7.0,7.0,79.0,61.0,30.08,29.98,Fair,Mostly Cloudy,83.0,89.0,Yes,No
2018-07-07,76.0,90.0,0.0,6.0,9.0,77.0,61.0,30.03,29.93,Mostly Cloudy,Mostly Cloudy,85.0,89.0,No,Yes
2018-07-08,75.0,83.0,1.1,0.0,3.0,79.0,10.0,30.03,29.98,Mostly Cloudy,Light Rain,83.0,77.0,Yes,Yes
2018-07-09,74.0,90.0,1.8,0.0,3.0,90.0,74.0,30.13,30.09,Cloudy,Mostly Cloudy,82.0,85.0,Yes,No
2018-07-10,76.0,91.0,0.0,5.0,8.0,77.0,59.0,30.12,30.03,Partly Cloudy,Mostly Cloudy,85.0,90.0,No,No
2018-07-11,76.0,93.0,0.0,7.0,3.0,74.0,50.0,30.03,29.94,Partly Cloudy,Mostly Cloudy,85.0,93.0,No,No
2018-07-12,79.0,93.0,0.0,7.0,9.0,74.0,63.0,30.02,29.96,Partly Cloudy,Mostly Cloudy,85.0,91.0,No,No
