date,min_temp,max_temp,rainfall,wind_speed9am,wind_speed3pm,humidity9am,humidity3pm,pressure9am,pressure3pm,cloud9am,cloud3pm,temp9am,temp3pm,rain_today,rain_tomorrow
2014-01-01,48.0,65.0,0.0,0.0,7.0,83.0,75.0,30.16,30.01,Cloudy,Cloudy,51.0,64.0,No,No
2014-01-02,41.0,59.0,0.0,18.0,21.0,58.0,31.0,30.23,30.26,Mostly Cloudy,Mostly Cloudy / Windy,44.0,54.0,No,No
2014-01-03,34.0,51.0,0.0,6.0,7.0,57.0,41.0,30.44,30.29,Fair,Fair,39.0,51.0,No,No
2014-01-04,41.0,66.0,0.0,9.0,13.0,77.0,63.0,30.06,29.92,Partly Cloudy,Cloudy,55.0,65.0,No,Yes
2014-01-05,38.0,65.0,0.4,12.0,22.0,93.0,46.0,29.88,30.01,Cloudy,Mostly Cloudy / Windy,64.0,51.0,Yes,No
2014-01-06,28.0,36.0,0.0,17.0,18.0,54.0,27.0,30.59,30.58,Cloudy,Cloudy,29.0,36.0,No,No
2014-01-07,25.0,44.0,0.0,7.0,13.0,42.0,45.0,30.62,30.46,Partly Cloudy,Partly Cloudy,32.0,44.0,No,No
2014-01-08,46.0,56.0,0.0,9.0,13.0,71.0,72.0,30.27,30.17,Cloudy,Cloudy,53.0,56.0,No,No
2014-01-09,55.0,70.0,0.0,7.0,12.0,86.0,73.0,30.14,30.04,Mostly Cloudy,Cloudy,60.0,69.0,No,No
2014-01-10,55.0,70.0,0.0,5.0,13.0,93.0,78.0,29.96,29.78,Mostly Cloudy,Cloudy,59.0,70.0,No,No
2014-01-11,49.0,74.0,0.0,10.0,15.0,72.0,19.0,29.99,30.0,Partly Cloudy,Fair,62.0,74.0,No,No
2014-01-12,41.0,73.0,0.0,6.0,16.0,49.0,41.0,30.1,29.98,Fair,Mostly Cloudy,55.0,73.0,No,Yes
2014-01-13,56.0,71.0,0.2,12.0,23.0,87.0,23.0,29.87,29.93,Partly Cloudy,Fair / Windy,68.0,71.0,Yes,No
2014-01-14,39.0,70.0,0.0,5.0,10.0,56.0,18.0,30.11,30.01,Fair,Fair,48.0,70.0,No,No
